FUND TYPE,DEPARTMENT CODE,DEPARTMENT DESCRIPTION,FUND CODE,FUND DESCRIPTION,ORGANIZATION CODE,ORGANIZATION DESCRIPTION,DIVISION CODE,DIVISION DESCRIPTION,SECTION CODE,SECTION DESCRIPTION,SUB-SECTION CODE,SUB-SECTION DESCRIPTION,SCHEDULE / GRADE,BARGAINING UNIT,TITLE CODE,TITLE DESCRIPTION,BUDGETED UNIT,TOTAL BUDGETED UNIT,POSITION CONTROL,BUDGETED PAY RATE,TOTAL BUDGETED AMOUNT
CDBG,27,FINANCE,0K40,CDBG,1005,FINANCE,2512,ACCOUNTING FINANCIAL REPORTING,3515,Internal Audit,0,,1 00,0,0044,Fringe Benefits,Annual,0,0,16819.00,16819.00
CDBG,27,FINANCE,0K40,CDBG,1005,FINANCE,2512,ACCOUNTING FINANCIAL REPORTING,3515,Internal Audit,0,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,1104.00,1104.00
CDBG,31,DEPARTMENT OF LAW,0K40,CDBG,1005,DEPARTMENT OF LAW,2515,CODE ENFORCEMENT,3515,Code Enforcement,0,,B 09,1,1692,Court File Clerk,Annual,1,1,55212.00,55212.00
CDBG,31,DEPARTMENT OF LAW,0K40,CDBG,1005,DEPARTMENT OF LAW,2515,CODE ENFORCEMENT,3515,Code Enforcement,0,,B 09,1,1692,Court File Clerk,Annual,1,1,52740.00,52740.00
CDBG,31,DEPARTMENT OF LAW,0K40,CDBG,1005,DEPARTMENT OF LAW,2515,CODE ENFORCEMENT,3515,Code Enforcement,0,,L 01,9,1643,Assistant Corporation Counsel,Annual,1,1,70380.00,70380.00
CDBG,31,DEPARTMENT OF LAW,0K40,CDBG,1005,DEPARTMENT OF LAW,2515,CODE ENFORCEMENT,3515,Code Enforcement,0,,L 01,9,1643,Assistant Corporation Counsel,Annual,1,1,66960.00,66960.00
CDBG,31,DEPARTMENT OF LAW,0K40,CDBG,1005,DEPARTMENT OF LAW,2515,CODE ENFORCEMENT,3515,Code Enforcement,0,,L 01,9,1643,Assistant Corporation Counsel,Annual,1,1,61980.00,61980.00
CDBG,31,DEPARTMENT OF LAW,0K40,CDBG,1005,DEPARTMENT OF LAW,2515,CODE ENFORCEMENT,3515,Code Enforcement,0,,L 01,9,1643,Assistant Corporation Counsel,Annual,2,1,60324.00,120648.00
CDBG,31,DEPARTMENT OF LAW,0K40,CDBG,1005,DEPARTMENT OF LAW,2515,CODE ENFORCEMENT,3515,Code Enforcement,0,,L 01,9,1643,Assistant Corporation Counsel,Annual,3,1,57192.00,171576.00
CDBG,31,DEPARTMENT OF LAW,0K40,CDBG,1005,DEPARTMENT OF LAW,2515,CODE ENFORCEMENT,3515,Code Enforcement,0,,L 02,9,1641,Assistant Corporation Counsel Supervisor - Senior,Annual,1,1,107748.00,107748.00
CDBG,31,DEPARTMENT OF LAW,0K40,CDBG,1005,DEPARTMENT OF LAW,2515,CODE ENFORCEMENT,3515,Code Enforcement,0,,L 02,9,1641,Assistant Corporation Counsel Supervisor - Senior,Annual,1,1,92676.00,92676.00
CDBG,31,DEPARTMENT OF LAW,0K40,CDBG,1005,DEPARTMENT OF LAW,2515,CODE ENFORCEMENT,3515,Code Enforcement,0,,B 13,1,1617,Paralegal II,Annual,1,1,66492.00,66492.00
CDBG,31,DEPARTMENT OF LAW,0K40,CDBG,1005,DEPARTMENT OF LAW,2515,CODE ENFORCEMENT,3515,Code Enforcement,0,,BX 12,20,0437,Supervising Clerk - Excluded,Annual,1,1,67224.00,67224.00
CDBG,31,DEPARTMENT OF LAW,0K40,CDBG,1005,DEPARTMENT OF LAW,2515,CODE ENFORCEMENT,3515,Code Enforcement,0,,B 12,1,0432,Supervising Clerk,Annual,1,1,63456.00,63456.00
CDBG,31,DEPARTMENT OF LAW,0K40,CDBG,1005,DEPARTMENT OF LAW,2515,CODE ENFORCEMENT,3515,Code Enforcement,0,,B 10,1,0431,Clerk IV,Annual,2,1,63456.00,126912.00
CDBG,31,DEPARTMENT OF LAW,0K40,CDBG,1005,DEPARTMENT OF LAW,2515,CODE ENFORCEMENT,3515,Code Enforcement,0,,BZ 13,1,0308,Staff Assistant,Annual,1,1,71796.00,71796.00
CDBG,31,DEPARTMENT OF LAW,0K40,CDBG,1005,DEPARTMENT OF LAW,2515,CODE ENFORCEMENT,3515,Code Enforcement,0,,B 10,1,0302,Administrative Assistant II,Annual,1,1,57828.00,57828.00
CDBG,31,DEPARTMENT OF LAW,0K40,CDBG,1005,DEPARTMENT OF LAW,2515,CODE ENFORCEMENT,3515,Code Enforcement,0,,B 10,1,0302,Administrative Assistant II,Annual,1,1,52740.00,52740.00
CDBG,31,DEPARTMENT OF LAW,0K40,CDBG,1005,DEPARTMENT OF LAW,2515,CODE ENFORCEMENT,3515,Code Enforcement,0,,1 00,0,0044,Fringe Benefits,Annual,0,0,484271.00,484271.00
CDBG,31,DEPARTMENT OF LAW,0K40,CDBG,1005,DEPARTMENT OF LAW,2515,CODE ENFORCEMENT,3515,Code Enforcement,0,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,2496.00,2496.00
CDBG,38,FLEET AND FACILITY MGMT,0K40,CDBG,1005,FLEET AND FACILITIES MGMT,2505,ENVIRONMENTAL REVIEW,3525,Environmental Review,0,,G 08,4,2073,Environmental Engineer III,Annual,1,1,99648.00,99648.00
CDBG,38,FLEET AND FACILITY MGMT,0K40,CDBG,1005,FLEET AND FACILITIES MGMT,2505,ENVIRONMENTAL REVIEW,3525,Environmental Review,0,,1 00,0,0044,Fringe Benefits,Annual,0,0,36940.00,36940.00
CDBG,41,DEPARTMENT OF PUBLIC HEALTH,0K40,CDBG,1005,DEPARTMENT OF PUBLIC HEALTH,2555,LEAD POISONING PREVENTION,3555,Lead Paint Identification & Abatement,0,,SZ 06,56,3753,Public Health Nurse III,Annual,1,1,62004.00,62004.00
CDBG,41,DEPARTMENT OF PUBLIC HEALTH,0K40,CDBG,1005,DEPARTMENT OF PUBLIC HEALTH,2555,LEAD POISONING PREVENTION,3555,Lead Paint Identification & Abatement,0,,S 05,37,3752,Public Health Nurse II,Annual,1,1,96300.00,96300.00
CDBG,41,DEPARTMENT OF PUBLIC HEALTH,0K40,CDBG,1005,DEPARTMENT OF PUBLIC HEALTH,2555,LEAD POISONING PREVENTION,3555,Lead Paint Identification & Abatement,0,,B 08,3,3743,Public Health Aide,Annual,1,1,48048.00,48048.00
CDBG,41,DEPARTMENT OF PUBLIC HEALTH,0K40,CDBG,1005,DEPARTMENT OF PUBLIC HEALTH,2555,LEAD POISONING PREVENTION,3555,Lead Paint Identification & Abatement,0,,B 08,3,3743,Public Health Aide,Annual,1,1,31308.00,31308.00
CDBG,41,DEPARTMENT OF PUBLIC HEALTH,0K40,CDBG,1005,DEPARTMENT OF PUBLIC HEALTH,2555,LEAD POISONING PREVENTION,3555,Lead Paint Identification & Abatement,0,,G 07,4,3414,Epidemiologist II,Annual,1,1,75768.00,75768.00
CDBG,41,DEPARTMENT OF PUBLIC HEALTH,0K40,CDBG,1005,DEPARTMENT OF PUBLIC HEALTH,2555,LEAD POISONING PREVENTION,3555,Lead Paint Identification & Abatement,0,,T 17,44,2151,Supervising Building / Construction Inspector,Annual,1,1,126420.00,126420.00
CDBG,41,DEPARTMENT OF PUBLIC HEALTH,0K40,CDBG,1005,DEPARTMENT OF PUBLIC HEALTH,2555,LEAD POISONING PREVENTION,3555,Lead Paint Identification & Abatement,0,,T 17,44,2151,Supervising Building / Construction Inspector,Annual,1,1,120708.00,120708.00
CDBG,41,DEPARTMENT OF PUBLIC HEALTH,0K40,CDBG,1005,DEPARTMENT OF PUBLIC HEALTH,2555,LEAD POISONING PREVENTION,3555,Lead Paint Identification & Abatement,0,,T 16,44,2150,Building/Construction Inspector,Annual,4,1,110004.00,440016.00
CDBG,41,DEPARTMENT OF PUBLIC HEALTH,0K40,CDBG,1005,DEPARTMENT OF PUBLIC HEALTH,2555,LEAD POISONING PREVENTION,3555,Lead Paint Identification & Abatement,0,,T 16,44,2150,Building/Construction Inspector,Annual,1,1,105024.00,105024.00
CDBG,41,DEPARTMENT OF PUBLIC HEALTH,0K40,CDBG,1005,DEPARTMENT OF PUBLIC HEALTH,2555,LEAD POISONING PREVENTION,3555,Lead Paint Identification & Abatement,0,,T 16,44,2150,Building/Construction Inspector,Annual,6,1,100284.00,601704.00
CDBG,41,DEPARTMENT OF PUBLIC HEALTH,0K40,CDBG,1005,DEPARTMENT OF PUBLIC HEALTH,2555,LEAD POISONING PREVENTION,3555,Lead Paint Identification & Abatement,0,,B 09,1,0832,Personal Computer Operator II,Annual,1,1,50280.00,50280.00
CDBG,41,DEPARTMENT OF PUBLIC HEALTH,0K40,CDBG,1005,DEPARTMENT OF PUBLIC HEALTH,2555,LEAD POISONING PREVENTION,3555,Lead Paint Identification & Abatement,0,,B 09,1,0665,Senior Data Entry Operator,Annual,1,1,52740.00,52740.00
CDBG,41,DEPARTMENT OF PUBLIC HEALTH,0K40,CDBG,1005,DEPARTMENT OF PUBLIC HEALTH,2555,LEAD POISONING PREVENTION,3555,Lead Paint Identification & Abatement,0,,B 09,1,0665,Senior Data Entry Operator,Annual,1,1,48048.00,48048.00
CDBG,41,DEPARTMENT OF PUBLIC HEALTH,0K40,CDBG,1005,DEPARTMENT OF PUBLIC HEALTH,2555,LEAD POISONING PREVENTION,3555,Lead Paint Identification & Abatement,0,,B 08,1,0430,Clerk III,Annual,1,1,50280.00,50280.00
CDBG,41,DEPARTMENT OF PUBLIC HEALTH,0K40,CDBG,1005,DEPARTMENT OF PUBLIC HEALTH,2555,LEAD POISONING PREVENTION,3555,Lead Paint Identification & Abatement,0,,B 09,1,0415,Inquiry Aide III,Annual,1,1,34380.00,34380.00
CDBG,41,DEPARTMENT OF PUBLIC HEALTH,0K40,CDBG,1005,DEPARTMENT OF PUBLIC HEALTH,2555,LEAD POISONING PREVENTION,3555,Lead Paint Identification & Abatement,0,,B 10,1,0302,Administrative Assistant II,Annual,1,1,63456.00,63456.00
CDBG,41,DEPARTMENT OF PUBLIC HEALTH,0K40,CDBG,1005,DEPARTMENT OF PUBLIC HEALTH,2555,LEAD POISONING PREVENTION,3555,Lead Paint Identification & Abatement,0,,B 10,1,0302,Administrative Assistant II,Annual,1,1,37704.00,37704.00
CDBG,41,DEPARTMENT OF PUBLIC HEALTH,0K40,CDBG,1005,DEPARTMENT OF PUBLIC HEALTH,2555,LEAD POISONING PREVENTION,3555,Lead Paint Identification & Abatement,0,,1 00,0,0044,Fringe Benefits,Annual,0,0,757780.00,757780.00
CDBG,41,DEPARTMENT OF PUBLIC HEALTH,0K40,CDBG,1005,DEPARTMENT OF PUBLIC HEALTH,2555,LEAD POISONING PREVENTION,3555,Lead Paint Identification & Abatement,0,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,10131.00,10131.00
CDBG,41,DEPARTMENT OF PUBLIC HEALTH,0K40,CDBG,1005,DEPARTMENT OF PUBLIC HEALTH,2571,COMMUNITY ENGAGED CARE,3571,Community Engaged Care,0,,S 04,37,3751,Public Health Nurse I,Annual,1,1,87372.00,87372.00
CDBG,41,DEPARTMENT OF PUBLIC HEALTH,0K40,CDBG,1005,DEPARTMENT OF PUBLIC HEALTH,2571,COMMUNITY ENGAGED CARE,3571,Community Engaged Care,0,,3 00,0,3170,Director of Medical X-Ray Services,Annual,1,1,76512.00,76512.00
CDBG,41,DEPARTMENT OF PUBLIC HEALTH,0K40,CDBG,1005,DEPARTMENT OF PUBLIC HEALTH,2571,COMMUNITY ENGAGED CARE,3571,Community Engaged Care,0,,B 12,3,3169,Medical X-Ray Technologist,Annual,1,1,54672.00,54672.00
CDBG,41,DEPARTMENT OF PUBLIC HEALTH,0K40,CDBG,1005,DEPARTMENT OF PUBLIC HEALTH,2571,COMMUNITY ENGAGED CARE,3571,Community Engaged Care,0,,B 12,3,3169,Medical X-Ray Technologist,Annual,2,1,57828.00,115656.00
CDBG,41,DEPARTMENT OF PUBLIC HEALTH,0K40,CDBG,1005,DEPARTMENT OF PUBLIC HEALTH,2571,COMMUNITY ENGAGED CARE,3571,Community Engaged Care,0,,1 00,0,0044,Fringe Benefits,Annual,0,0,123893.00,123893.00
CDBG,41,DEPARTMENT OF PUBLIC HEALTH,0K40,CDBG,1005,DEPARTMENT OF PUBLIC HEALTH,2571,COMMUNITY ENGAGED CARE,3571,Community Engaged Care,0,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,1523.00,1523.00
CDBG,41,DEPARTMENT OF PUBLIC HEALTH,0K40,CDBG,1005,DEPARTMENT OF PUBLIC HEALTH,2598,MENTAL HEALTH CLINICS,3576,Mental Health Clinics (Mhc),4573,Englewood Mhc,MX 02,9,3384,Psychiatrist,Hourly,1,1,87.73,182478.00
CDBG,41,DEPARTMENT OF PUBLIC HEALTH,0K40,CDBG,1005,DEPARTMENT OF PUBLIC HEALTH,2598,MENTAL HEALTH CLINICS,3576,Mental Health Clinics (Mhc),4573,Englewood Mhc,1 00,0,0044,Fringe Benefits,Annual,0,0,67645.00,67645.00
CDBG,41,DEPARTMENT OF PUBLIC HEALTH,0K40,CDBG,1005,DEPARTMENT OF PUBLIC HEALTH,2598,MENTAL HEALTH CLINICS,3576,Mental Health Clinics (Mhc),4574,North River Mhc,G 08,4,3548,Psychologist,Annual,1,1,99648.00,99648.00
CDBG,41,DEPARTMENT OF PUBLIC HEALTH,0K40,CDBG,1005,DEPARTMENT OF PUBLIC HEALTH,2598,MENTAL HEALTH CLINICS,3576,Mental Health Clinics (Mhc),4574,North River Mhc,1 00,0,0044,Fringe Benefits,Annual,0,0,36940.00,36940.00
CDBG,41,DEPARTMENT OF PUBLIC HEALTH,0K40,CDBG,1005,DEPARTMENT OF PUBLIC HEALTH,2598,MENTAL HEALTH CLINICS,3576,Mental Health Clinics (Mhc),4576,Greater Lawn Mhc,G 08,4,3548,Psychologist,Annual,1,1,99648.00,99648.00
CDBG,67,DEPT OF BUILDINGS,0K40,CDBG,1005,DEPT OF BUILDINGS,2510,CODE ENFORCEMENT,3510,Code Enforcement,0,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,9337.00,9337.00
CDBG,41,DEPARTMENT OF PUBLIC HEALTH,0K40,CDBG,1005,DEPARTMENT OF PUBLIC HEALTH,2598,MENTAL HEALTH CLINICS,3576,Mental Health Clinics (Mhc),4576,Greater Lawn Mhc,1 00,0,0044,Fringe Benefits,Annual,0,0,36940.00,36940.00
CDBG,41,DEPARTMENT OF PUBLIC HEALTH,0K40,CDBG,1005,DEPARTMENT OF PUBLIC HEALTH,2598,MENTAL HEALTH CLINICS,3577,Mental Health Clinics,0,,SZ 07,56,3754,Public Health Nurse IV,Annual,1,1,64416.00,64416.00
CDBG,41,DEPARTMENT OF PUBLIC HEALTH,0K40,CDBG,1005,DEPARTMENT OF PUBLIC HEALTH,2598,MENTAL HEALTH CLINICS,3577,Mental Health Clinics,0,,B 10,1,3566,Behavioral Health Assistant,Annual,1,1,63456.00,63456.00
CDBG,41,DEPARTMENT OF PUBLIC HEALTH,0K40,CDBG,1005,DEPARTMENT OF PUBLIC HEALTH,2598,MENTAL HEALTH CLINICS,3577,Mental Health Clinics,0,,B 10,1,3566,Behavioral Health Assistant,Annual,3,1,57828.00,173484.00
CDBG,41,DEPARTMENT OF PUBLIC HEALTH,0K40,CDBG,1005,DEPARTMENT OF PUBLIC HEALTH,2598,MENTAL HEALTH CLINICS,3577,Mental Health Clinics,0,,B 10,1,3566,Behavioral Health Assistant,Annual,2,1,55212.00,110424.00
CDBG,41,DEPARTMENT OF PUBLIC HEALTH,0K40,CDBG,1005,DEPARTMENT OF PUBLIC HEALTH,2598,MENTAL HEALTH CLINICS,3577,Mental Health Clinics,0,,B 10,1,3566,Behavioral Health Assistant,Annual,1,1,43320.00,43320.00
CDBG,41,DEPARTMENT OF PUBLIC HEALTH,0K40,CDBG,1005,DEPARTMENT OF PUBLIC HEALTH,2598,MENTAL HEALTH CLINICS,3577,Mental Health Clinics,0,,G 08,4,3548,Psychologist,Annual,1,1,99648.00,99648.00
CDBG,41,DEPARTMENT OF PUBLIC HEALTH,0K40,CDBG,1005,DEPARTMENT OF PUBLIC HEALTH,2598,MENTAL HEALTH CLINICS,3577,Mental Health Clinics,0,,G 08,4,3548,Psychologist,Annual,1,1,90324.00,90324.00
CDBG,41,DEPARTMENT OF PUBLIC HEALTH,0K40,CDBG,1005,DEPARTMENT OF PUBLIC HEALTH,2598,MENTAL HEALTH CLINICS,3577,Mental Health Clinics,0,,G 07,4,3534,Clinical Therapist III,Annual,20,1,91224.00,1824480.00
CDBG,41,DEPARTMENT OF PUBLIC HEALTH,0K40,CDBG,1005,DEPARTMENT OF PUBLIC HEALTH,2598,MENTAL HEALTH CLINICS,3577,Mental Health Clinics,0,,G 07,4,3534,Clinical Therapist III,Annual,2,1,82812.00,165624.00
CDBG,41,DEPARTMENT OF PUBLIC HEALTH,0K40,CDBG,1005,DEPARTMENT OF PUBLIC HEALTH,2598,MENTAL HEALTH CLINICS,3577,Mental Health Clinics,0,,G 07,4,3534,Clinical Therapist III,Annual,3,1,65424.00,196272.00
CDBG,41,DEPARTMENT OF PUBLIC HEALTH,0K40,CDBG,1005,DEPARTMENT OF PUBLIC HEALTH,2598,MENTAL HEALTH CLINICS,3577,Mental Health Clinics,0,,B 12,1,1770,Program Coordinator,Annual,1,1,63456.00,63456.00
CDBG,48,MAYORS OFFICE-DISABILITIES,0K40,CDBG,1005,OFFICE FOR PEOPLE WITH DISABIL,2503,ADMINISTRATION,3503,Administration,0,,1 00,0,0044,Fringe Benefits,Annual,0,0,113319.00,113319.00
CDBG,41,DEPARTMENT OF PUBLIC HEALTH,0K40,CDBG,1005,DEPARTMENT OF PUBLIC HEALTH,2598,MENTAL HEALTH CLINICS,3577,Mental Health Clinics,0,,3 00,0,0802,Executive Administrative Assistant II,Annual,1,1,50100.00,50100.00
CDBG,41,DEPARTMENT OF PUBLIC HEALTH,0K40,CDBG,1005,DEPARTMENT OF PUBLIC HEALTH,2598,MENTAL HEALTH CLINICS,3577,Mental Health Clinics,0,,B 09,1,0665,Senior Data Entry Operator,Annual,1,1,57828.00,57828.00
CDBG,41,DEPARTMENT OF PUBLIC HEALTH,0K40,CDBG,1005,DEPARTMENT OF PUBLIC HEALTH,2598,MENTAL HEALTH CLINICS,3577,Mental Health Clinics,0,,B 09,1,0665,Senior Data Entry Operator,Annual,1,1,50280.00,50280.00
CDBG,41,DEPARTMENT OF PUBLIC HEALTH,0K40,CDBG,1005,DEPARTMENT OF PUBLIC HEALTH,2598,MENTAL HEALTH CLINICS,3577,Mental Health Clinics,0,,B 09,1,0665,Senior Data Entry Operator,Annual,1,1,34380.00,34380.00
CDBG,41,DEPARTMENT OF PUBLIC HEALTH,0K40,CDBG,1005,DEPARTMENT OF PUBLIC HEALTH,2598,MENTAL HEALTH CLINICS,3577,Mental Health Clinics,0,,B 08,1,0430,Clerk III,Annual,2,1,50280.00,100560.00
CDBG,41,DEPARTMENT OF PUBLIC HEALTH,0K40,CDBG,1005,DEPARTMENT OF PUBLIC HEALTH,2598,MENTAL HEALTH CLINICS,3577,Mental Health Clinics,0,,B 08,1,0430,Clerk III,Annual,1,1,45828.00,45828.00
CDBG,41,DEPARTMENT OF PUBLIC HEALTH,0K40,CDBG,1005,DEPARTMENT OF PUBLIC HEALTH,2598,MENTAL HEALTH CLINICS,3577,Mental Health Clinics,0,,BX 12,20,0323,Administrative Assistant III - Excluded,Annual,1,1,60408.00,60408.00
CDBG,41,DEPARTMENT OF PUBLIC HEALTH,0K40,CDBG,1005,DEPARTMENT OF PUBLIC HEALTH,2598,MENTAL HEALTH CLINICS,3577,Mental Health Clinics,0,,BZ 13,1,0308,Staff Assistant,Annual,1,1,58812.00,58812.00
CDBG,41,DEPARTMENT OF PUBLIC HEALTH,0K40,CDBG,1005,DEPARTMENT OF PUBLIC HEALTH,2598,MENTAL HEALTH CLINICS,3577,Mental Health Clinics,0,,B 12,1,0303,Administrative Assistant III,Annual,1,1,76428.00,76428.00
CDBG,41,DEPARTMENT OF PUBLIC HEALTH,0K40,CDBG,1005,DEPARTMENT OF PUBLIC HEALTH,2598,MENTAL HEALTH CLINICS,3577,Mental Health Clinics,0,,B 12,1,0303,Administrative Assistant III,Annual,1,1,72936.00,72936.00
CDBG,41,DEPARTMENT OF PUBLIC HEALTH,0K40,CDBG,1005,DEPARTMENT OF PUBLIC HEALTH,2598,MENTAL HEALTH CLINICS,3577,Mental Health Clinics,0,,B 12,1,0303,Administrative Assistant III,Annual,1,1,45372.00,45372.00
CDBG,41,DEPARTMENT OF PUBLIC HEALTH,0K40,CDBG,1005,DEPARTMENT OF PUBLIC HEALTH,2598,MENTAL HEALTH CLINICS,3577,Mental Health Clinics,0,,B 10,1,0302,Administrative Assistant II,Annual,1,1,57828.00,57828.00
CDBG,41,DEPARTMENT OF PUBLIC HEALTH,0K40,CDBG,1005,DEPARTMENT OF PUBLIC HEALTH,2598,MENTAL HEALTH CLINICS,3577,Mental Health Clinics,0,,1 00,0,0044,Fringe Benefits,Annual,0,0,1334869.00,1334869.00
CDBG,41,DEPARTMENT OF PUBLIC HEALTH,0K40,CDBG,1005,DEPARTMENT OF PUBLIC HEALTH,2598,MENTAL HEALTH CLINICS,3577,Mental Health Clinics,0,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,13664.00,13664.00
CDBG,45,COMMISSION ON HUMAN RELATIONS,0K40,CDBG,1005,COMMISSION ON HUMAN RELATIONS,2505,EDUCATION  OUTREACH AND INTERG,3505,Education  Outreach and Intergroup Relations,0,,B 14,3,3094,Human Relations Specialist II,Annual,1,1,76428.00,76428.00
CDBG,45,COMMISSION ON HUMAN RELATIONS,0K40,CDBG,1005,COMMISSION ON HUMAN RELATIONS,2505,EDUCATION  OUTREACH AND INTERG,3505,Education  Outreach and Intergroup Relations,0,,B 14,3,3094,Human Relations Specialist II,Annual,1,1,69648.00,69648.00
